p1_hp,p2_hp,distancia,p1_last1_atk,p1_last1_def,p1_last1_grb,p1_last2_atk,p1_last2_def,p1_last2_grb,p2_last1_action,y_target
0.435151696,0.981438577,0.313292354,0,0,1,0,0,1,0.5,1
0.54046911,0.996343255,0.465206683,1,0,0,0,0,1,0.5,1
0.601612985,0.502758741,0.642208338,0,1,0,1,0,0,0.5,1
0.939140379,0.965618551,0.00125012756,1,0,0,0,0,1,0.5,2
0.688638151,0.425819218,0.711063921,0,1,0,0,1,0,0.5,0
0.507214069,0.074979715,0.71271193,0,0,1,0,0,1,0.5,1
0.819191277,0.26312983,0.444537818,1,0,0,0,0,1,1.0,2
0.953006208,0.948031425,0.343406439,1,0,0,0,0,1,0.0,2
0.0709628388,0.0630764589,0.842308581,0,1,0,0,0,1,0.0,2
0.983395219,0.568694413,0.784587502,0,0,1,0,1,0,0.5,1
0.131825536,0.121821508,0.983276069,0,1,0,0,0,1,0.0,2
0.823667467,0.322076738,0.371930808,0,1,0,0,0,1,1.0,2
0.316318005,0.133688211,0.906832576,0,1,0,1,0,0,0.0,1
0.175570682,0.866552174,0.0874018893,1,0,0,0,1,0,1.0,2
0.467862844,0.611517191,0.411466062,0,0,1,1,0,0,1.0,2
0.661758721,0.907001138,0.465374112,0,0,1,1,0,0,0.5,1
0.411904246,0.703935564,0.440874308,0,0,1,1,0,0,0.0,1
0.101837136,0.972477674,0.625098169,0,1,0,0,0,1,0.0,2
0.61948806,0.534383774,0.170207843,0,0,1,0,0,1,1.0,2
0.907283127,0.656775057,0.866452157,0,0,1,1,0,0,0.5,1
0.414054602,0.597493351,0.551764011,1,0,0,0,1,0,0.5,2
0.255516142,0.510047436,0.904209554,1,0,0,0,1,0,1.0,1
0.470448464,0.853661418,0.00263164402,1,0,0,1,0,0,0.0,1
0.095944576,0.662298858,0.629988134,0,1,0,0,1,0,0.5,2
0.829463184,0.811246634,0.412457854,1,0,0,1,0,0,1.0,1
0.835023761,0.797045767,0.505099058,0,0,1,0,0,1,0.5,1
0.608600438,0.231492907,0.743804514,1,0,0,0,0,1,1.0,1
0.385447741,0.667655349,0.227151752,0,1,0,0,0,1,0.5,1
0.809794188,0.239665613,0.20489943,1,0,0,0,1,0,0.5,2
0.576952696,0.604154468,0.703007817,0,0,1,1,0,0,0.5,1
0.834635675,0.693562925,0.521365762,1,0,0,0,1,0,0.5,0
0.649885833,0.997373343,0.233639091,1,0,0,0,1,0,1.0,1
0.795185208,0.0790148824,0.484018624,1,0,0,0,0,1,0.5,2
0.61863482,0.136680275,0.459558398,0,1,0,0,1,0,0.0,2
0.443434,0.12317536,0.691444457,0,1,0,1,0,0,0.0,1
0.960048556,0.428443223,0.00266110362,0,1,0,0,1,0,0.0,0
0.564058125,0.830508947,0.586760283,0,1,0,0,0,1,0.5,0
0.624835014,0.85185349,0.605678141,0,1,0,0,1,0,0.0,1
0.259463251,0.750130594,0.745510161,1,0,0,1,0,0,0.5,1
0.644368231,0.902034342,0.88923049,1,0,0,0,1,0,0.5,1
0.593027294,0.356716961,0.440189809,0,1,0,1,0,0,1.0,1
0.225596473,0.133746907,0.342520237,0,1,0,1,0,0,0.0,2
0.106607743,0.105245374,0.102320381,1,0,0,0,0,1,1.0,2
0.624141335,0.859526098,0.336835831,0,0,1,0,0,1,0.5,2
0.775507629,0.743914485,0.068484664,1,0,0,0,0,1,0.5,0
0.547231317,0.713684559,0.802820206,0,1,0,0,0,1,1.0,1
0.265433997,0.372692525,0.807006121,1,0,0,0,0,1,0.5,1
0.683195889,0.410909921,0.417237669,0,1,0,1,0,0,1.0,0
0.126100436,0.96020788,0.25964123,1,0,0,1,0,0,0.0,0
0.46974203,0.110614508,0.118020073,1,0,0,1,0,0,0.5,0
0.205198422,0.785045147,0.851237178,1,0,0,1,0,0,0.5,2
0.225236103,0.344151646,0.877495289,0,0,1,0,1,0,1.0,2
0.242179245,0.0871018842,0.266289622,1,0,0,1,0,0,0.5,0
0.41737169,0.755441606,0.621760547,1,0,0,0,0,1,0.0,1
0.0985926986,0.364366293,0.258653671,0,0,1,1,0,0,0.0,2
0.427903771,0.736040115,0.225126624,1,0,0,0,1,0,0.0,0
0.536122084,0.722271681,0.0212080497,0,0,1,0,1,0,0.5,1
0.509129584,0.558047533,0.577159405,0,0,1,0,0,1,1.0,1
0.41364491,0.788504481,0.149941549,0,0,1,0,1,0,0.0,1
0.847189307,0.601986408,0.0123711824,1,0,0,0,1,0,0.0,2
0.188060358,0.322305024,0.104851164,0,1,0,0,0,1,0.5,1
0.530411899,0.747409523,0.313769192,1,0,0,1,0,0,1.0,1
0.10893935,0.609682798,0.669163167,0,1,0,0,1,0,1.0,2
0.117597893,0.0620909184,0.202623054,0,1,0,0,1,0,0.0,2
0.595172584,0.906561971,0.887590587,0,0,1,1,0,0,1.0,1
0.587717533,0.568361461,0.288488418,0,0,1,0,0,1,0.0,1
0.884131849,0.87519592,0.331226289,0,0,1,0,1,0,0.5,2
0.579980016,0.888599992,0.217977181,0,0,1,0,1,0,0.0,2
0.961801469,0.472718328,0.253805339,1,0,0,0,0,1,0.5,1
0.0962601081,0.532276988,0.0741351172,1,0,0,0,1,0,0.0,2
0.143107295,0.444966674,0.294770569,0,1,0,1,0,0,0.5,0
0.0918625668,0.476964951,0.859617472,1,0,0,0,1,0,0.5,2
0.226013005,0.900389791,0.688424528,1,0,0,0,1,0,1.0,2
0.5642066,0.798736811,0.875268221,0,1,0,0,1,0,0.0,1
0.6632936,0.170199394,0.104859017,1,0,0,1,0,0,0.5,1
0.0933059007,0.629792392,0.455616623,1,0,0,1,0,0,0.0,0
0.948672354,0.996111333,0.229254872,0,0,1,0,1,0,0.5,0
0.850057125,0.615773141,0.721215606,0,0,1,1,0,0,0.0,1
0.331781864,0.79657805,0.970237851,0,1,0,0,1,0,1.0,1
0.123328157,0.780608416,0.815359473,0,0,1,0,0,1,0.0,2
0.211392716,0.382801652,0.0352781676,1,0,0,0,0,1,0.0,2
0.170597196,0.403256834,0.316659689,0,0,1,0,1,0,0.0,2
0.167119592,0.737872601,0.0285796896,0,0,1,0,0,1,0.0,2
0.542633593,0.52498436,0.0401669666,0,1,0,1,0,0,0.5,2
0.283555061,0.592042148,0.0795153007,1,0,0,0,1,0,1.0,0
0.390232742,0.72726053,0.276326925,0,1,0,0,1,0,0.5,1
0.99003005,0.788696289,0.304202765,1,0,0,0,1,0,0.0,2
0.700098515,0.307940751,0.400453508,1,0,0,0,1,0,0.0,2
0.951531649,0.189454079,0.404931098,1,0,0,0,1,0,0.5,2
0.185428724,0.327204913,0.771409035,0,0,1,0,0,1,0.0,1
0.413032502,0.532161415,0.141403243,0,1,0,1,0,0,1.0,1
0.576995194,0.375034243,0.157740623,1,0,0,0,0,1,0.0,2
0.122920156,0.589944601,0.62658906,0,0,1,1,0,0,1.0,2
0.0539780706,0.100792438,0.571742177,0,1,0,1,0,0,0.0,2
0.686912596,0.534262896,0.154004708,0,0,1,1,0,0,1.0,2
0.659728527,0.399585664,0.852264404,0,0,1,1,0,0,0.5,0
0.440249383,0.55793339,0.329059422,1,0,0,1,0,0,0.5,1
0.515161872,0.451406687,0.36696735,0,1,0,0,1,0,0.0,0
0.444670856,0.320014566,0.420460075,0,0,1,0,1,0,0.0,1
0.0728047937,0.908902526,0.322701871,0,0,1,0,1,0,0.5,2
0.368603021,0.225526735,0.557455063,0,0,1,0,1,0,1.0,0
0.218228146,0.697297275,0.388647735,0,0,1,0,0,1,0.5,2
0.14350298,0.928412497,0.25943473,1,0,0,0,0,1,0.0,2
0.958884418,0.561736465,0.904474854,1,0,0,0,1,0,0.5,1
0.619391739,0.882588089,0.308350742,0,1,0,0,1,0,0.5,2
0.742223442,0.168608904,0.698488951,0,0,1,1,0,0,0.0,1
0.349595547,0.519099355,0.347226769,1,0,0,1,0,0,0.0,2
0.423489779,0.484174013,0.435219973,0,1,0,1,0,0,0.0,2
0.27507779,0.0577128679,0.235943526,0,1,0,0,1,0,0.5,0
0.142117381,0.471094489,0.752329648,1,0,0,0,1,0,1.0,2
0.220080063,0.40057826,0.73720324,1,0,0,0,0,1,0.5,2
0.807638347,0.686308801,0.0222399458,0,0,1,1,0,0,1.0,2
0.693668544,0.941413283,0.0601940416,1,0,0,1,0,0,1.0,1
0.569582403,0.131501541,0.922376454,1,0,0,0,0,1,1.0,1
0.501335382,0.361102581,0.888826847,1,0,0,1,0,0,0.0,1
0.926312566,0.471861511,0.506087184,0,1,0,1,0,0,0.0,0
0.119098201,0.482426107,0.49335739,1,0,0,0,1,0,0.0,1
0.316570759,0.786069214,0.812424183,0,1,0,0,0,1,1.0,2
0.382440954,0.471225888,0.138450146,0,1,0,0,0,1,1.0,1
0.793304503,0.0758032352,0.6536991,1,0,0,1,0,0,1.0,1
0.992888868,0.724598885,0.475982994,0,1,0,0,0,1,0.5,0
0.278636992,0.890588224,0.743331015,0,0,1,1,0,0,1.0,1
0.880591989,0.538209498,0.0301027913,0,0,1,1,0,0,0.0,2
0.839091599,0.602053106,0.592725575,0,1,0,0,1,0,0.5,1
0.263424516,0.204789624,0.556728244,1,0,0,0,1,0,1.0,1
0.429365963,0.259613633,0.840848327,1,0,0,1,0,0,0.0,1
0.439189225,0.273411721,0.676836312,0,1,0,0,0,1,1.0,0
0.979309618,0.459204882,0.880160332,1,0,0,0,0,1,0.0,1
0.221847311,0.931737959,0.887273312,0,1,0,0,1,0,0.0,2
0.809200048,0.545695543,0.408163995,0,0,1,1,0,0,0.0,0
0.367483079,0.23249276,0.13743414,0,1,0,1,0,0,1.0,1
0.74432683,0.30278334,0.630283654,0,1,0,0,1,0,0.0,0
0.449010462,0.414814264,0.873746097,0,0,1,1,0,0,1.0,2
0.599441767,0.642096043,0.0749533474,0,0,1,0,1,0,0.0,2
0.840981185,0.468031496,0.557923257,0,1,0,1,0,0,1.0,0
0.813957274,0.422822595,0.114999525,0,0,1,0,0,1,0.5,0
0.873102009,0.586492181,0.0269959923,0,0,1,0,1,0,0.0,1
0.106636457,0.279743254,0.679635346,1,0,0,1,0,0,1.0,2
0.707448006,0.124958105,0.681849599,0,0,1,1,0,0,1.0,1
0.182988003,0.0731936023,0.600658059,0,0,1,0,1,0,1.0,2
0.445027649,0.2886962,0.859222829,0,1,0,1,0,0,0.0,0
0.571159005,0.137012437,0.0808764398,0,0,1,1,0,0,0.5,0
0.432602525,0.369523615,0.10526026,0,1,0,1,0,0,0.0,1
0.543631077,0.784286857,0.864535451,1,0,0,0,1,0,0.0,0
0.996699989,0.730479598,0.503276706,0,1,0,0,0,1,0.5,2
0.178456455,0.630381227,0.273052812,0,1,0,1,0,0,0.5,0
0.691683233,0.859875202,0.738156974,1,0,0,0,1,0,0.5,0
0.426200926,0.317964256,0.894403696,1,0,0,0,1,0,0.0,0
0.176359311,0.890801072,0.689603269,0,0,1,1,0,0,0.5,2
0.200799927,0.429277211,0.791932583,0,1,0,0,1,0,0.5,2
0.951809466,0.430848658,0.282497227,0,1,0,1,0,0,0.5,1
0.885621428,0.435084045,0.288775355,0,1,0,0,1,0,0.0,0
0.911689878,0.143189654,0.864123881,1,0,0,0,0,1,0.5,1
0.991956115,0.976715982,0.614862859,0,1,0,0,0,1,0.0,0
0.247899622,0.181581438,0.234162748,0,0,1,0,0,1,0.5,0
0.387667358,0.373841435,0.524161816,1,0,0,0,0,1,0.5,2
0.685758054,0.353335291,0.685860455,0,1,0,0,0,1,1.0,0
0.509612441,0.120945461,0.218549088,1,0,0,0,0,1,1.0,2
0.447470069,0.194647118,0.654906392,1,0,0,0,0,1,0.0,0
0.389920682,0.0926154181,0.0421448499,1,0,0,1,0,0,1.0,1
0.614091575,0.32778427,0.303691626,0,1,0,1,0,0,1.0,0
0.596813738,0.873324096,0.673971832,0,1,0,1,0,0,1.0,2
0.203384936,0.372470081,0.149349064,0,0,1,0,1,0,0.0,1
0.498152852,0.167507246,0.222199038,1,0,0,0,1,0,0.5,0
0.575798213,0.663409173,0.879093289,0,1,0,0,0,1,0.0,2
0.591772616,0.996770859,0.674321115,0,1,0,0,0,1,1.0,1
0.249601826,0.270707607,0.498918712,0,0,1,0,1,0,0.0,2
0.755157828,0.315592468,0.210893393,0,1,0,0,0,1,0.0,0
0.0739391372,0.973254681,0.341409653,0,1,0,0,1,0,0.0,2
0.387090266,0.219837472,0.574330509,0,1,0,0,0,1,0.5,0
0.791202009,0.535653353,0.155312598,1,0,0,0,0,1,0.5,0
0.585698247,0.277669519,0.481744081,0,0,1,0,0,1,1.0,0
0.298104316,0.935734332,0.408974379,0,0,1,0,1,0,0.5,2
0.710205436,0.982444942,0.476687342,0,0,1,0,0,1,1.0,2
0.589021385,0.823962927,0.105560824,0,1,0,0,1,0,0.5,0
0.806431413,0.349044621,0.106497087,0,1,0,0,0,1,1.0,2
0.748273909,0.433313102,0.96411097,0,1,0,1,0,0,0.0,1
0.629602551,0.280190408,0.979367733,1,0,0,1,0,0,1.0,1
0.513768792,0.896220088,0.426164657,1,0,0,0,1,0,0.5,0
0.176523015,0.918830335,0.788995445,0,0,1,1,0,0,1.0,2
0.298266381,0.447927117,0.655791402,1,0,0,1,0,0,0.5,1
0.448144495,0.673706412,0.116916858,1,0,0,0,0,1,0.0,1
0.61933434,0.207275525,0.296678662,0,1,0,0,0,1,0.0,1
0.538022459,0.463189095,0.313651413,0,1,0,0,0,1,0.5,0
0.323775291,0.649924159,0.595774412,0,0,1,0,1,0,1.0,1
0.0561411381,0.416132957,0.579976737,0,1,0,0,0,1,0.0,1
0.521427274,0.389719546,0.923508704,0,1,0,0,0,1,1.0,1
0.321344703,0.0509490408,0.790036321,1,0,0,0,1,0,0.0,1
0.747877896,0.814078808,0.856847644,0,0,1,0,0,1,0.0,1
0.0727489516,0.894870758,0.891228616,1,0,0,1,0,0,1.0,0
0.60558641,0.97099036,0.801276684,0,0,1,0,0,1,0.5,1
0.944400549,0.733307838,0.332881272,0,0,1,0,1,0,0.5,0
0.21568881,0.57135272,0.215012968,0,1,0,0,1,0,0.5,2
0.498067021,0.305820286,0.57176733,1,0,0,1,0,0,0.5,1
0.136850893,0.999334514,0.689568341,1,0,0,0,0,1,1.0,2
0.644397795,0.610265195,0.38656798,0,1,0,1,0,0,1.0,1
0.57300508,0.697096348,0.848338664,0,0,1,0,0,1,0.0,1
0.436997235,0.698285878,0.96056658,0,0,1,0,1,0,0.0,1
0.545308173,0.852989197,0.569395721,0,0,1,0,1,0,0.0,2
0.901745915,0.0591889136,0.456592053,0,0,1,1,0,0,1.0,0
0.23647958,0.259234607,0.842887104,0,1,0,0,1,0,0.0,2
0.071436286,0.682257295,0.0242695473,0,0,1,0,1,0,1.0,2
0.868581653,0.900388479,0.129012614,1,0,0,0,0,1,1.0,1
0.598261237,0.701071858,0.845657647,0,0,1,1,0,0,1.0,2
0.896125555,0.442816734,0.732028604,0,0,1,1,0,0,0.0,1
0.617097974,0.393477708,0.416136712,0,0,1,0,0,1,0.5,1
0.819653034,0.751050591,0.888851881,0,1,0,0,0,1,1.0,1
0.458189696,0.754175842,0.351458281,0,0,1,1,0,0,0.0,0
0.762366951,0.62670511,0.633845329,0,1,0,0,1,0,0.0,0
0.917389393,0.326893687,0.634334445,1,0,0,1,0,0,0.5,1
0.593516827,0.928897083,0.184331894,0,0,1,0,0,1,1.0,0
0.221745893,0.574285924,0.28485173,0,0,1,1,0,0,1.0,2
0.305357724,0.800967753,0.916006923,1,0,0,0,1,0,0.0,1
0.238712355,0.253592849,0.183414847,0,0,1,1,0,0,1.0,2
0.284514189,0.376838744,0.173574626,0,0,1,1,0,0,0.5,0
0.341094673,0.880850554,0.47961548,0,1,0,0,1,0,1.0,2
0.577377081,0.0976016819,0.0921973661,0,1,0,0,1,0,0.0,2
0.608592033,0.536699533,0.8946262,1,0,0,0,1,0,1.0,1
0.455174774,0.507620215,0.10014914,0,1,0,0,1,0,1.0,1
0.634649754,0.763668656,0.616557479,0,1,0,0,0,1,1.0,1
0.127496183,0.317799091,0.339781851,1,0,0,1,0,0,1.0,1
0.133398831,0.258113474,0.80427289,1,0,0,1,0,0,0.0,1
0.213237986,0.9298262,0.589810729,0,0,1,1,0,0,0.0,2
0.542173624,0.593124151,0.388306141,0,0,1,1,0,0,1.0,1
0.253294945,0.149455085,0.98387301,0,0,1,1,0,0,0.0,2
0.319120169,0.233384356,0.06623099,0,0,1,0,0,1,0.0,1
0.430297196,0.998884737,0.577786326,0,1,0,0,0,1,0.0,1
0.82127279,0.235828549,0.989568293,0,1,0,1,0,0,1.0,1
0.0631690323,0.629951715,0.690952659,1,0,0,1,0,0,1.0,2
0.666909873,0.449121684,0.739769638,1,0,0,1,0,0,1.0,0
0.685432732,0.891319156,0.0320911445,0,1,0,0,0,1,1.0,0
0.808722973,0.767410159,0.0213631634,0,0,1,1,0,0,0.5,2
0.936115265,0.617103815,0.0361101106,0,0,1,0,1,0,1.0,0
0.0691309571,0.0602020323,0.991723895,0,0,1,0,0,1,1.0,2
0.196094513,0.885805428,0.979519784,0,0,1,0,1,0,1.0,2
0.89186275,0.472434103,0.334508926,1,0,0,0,1,0,0.5,1
0.485592633,0.934998751,0.290981829,0,1,0,0,1,0,1.0,1
0.58636111,0.520762086,0.145958751,1,0,0,0,0,1,0.5,1
0.679875851,0.709513247,0.329140306,0,1,0,0,1,0,0.5,2
0.695113301,0.115828015,0.37014994,0,0,1,1,0,0,1.0,2
0.935153365,0.757894099,0.74828279,1,0,0,1,0,0,1.0,1
0.997101963,0.371096224,0.86629355,0,1,0,0,1,0,0.5,0
0.734149575,0.383791059,0.746735096,0,1,0,0,0,1,0.0,1
0.322860152,0.16272305,0.646475077,0,1,0,1,0,0,0.5,2
0.885764778,0.189514294,0.765900075,0,1,0,0,0,1,0.5,1
0.0967598706,0.226471096,0.738497496,0,0,1,1,0,0,1.0,0
0.269526809,0.361795872,0.475749701,0,0,1,0,0,1,1.0,2
0.902516425,0.897371411,0.335851401,0,1,0,1,0,0,0.0,0
0.293381929,0.399847239,0.282780707,0,1,0,0,1,0,0.5,0
0.259618521,0.738144577,0.679355443,0,1,0,0,1,0,0.5,1
0.181219026,0.128610134,0.959304154,0,0,1,0,1,0,0.0,0
0.866156161,0.611543834,0.581054747,1,0,0,0,0,1,0.0,1
0.525055349,0.507796645,0.912526488,0,1,0,0,1,0,0.5,1
0.69114852,0.979060054,0.0142293712,1,0,0,0,0,1,0.5,2
0.27711305,0.853897393,0.794470668,0,0,1,1,0,0,0.0,1
0.770138383,0.482088298,0.853602648,0,0,1,1,0,0,1.0,1
0.77200526,0.786385655,0.630993843,0,0,1,0,0,1,0.5,2
0.346968114,0.2333868,0.934060991,0,0,1,0,1,0,0.5,1
0.440148503,0.584219515,0.589913011,0,0,1,0,0,1,0.5,2
0.249205768,0.120888099,0.240536898,1,0,0,0,0,1,0.5,2
0.977732956,0.380684584,0.215717226,1,0,0,0,0,1,0.0,0
0.663322449,0.264569074,0.55583626,1,0,0,1,0,0,0.0,1
0.937816679,0.732964337,0.906483948,1,0,0,1,0,0,0.0,1
0.338216275,0.515586138,0.0723679438,0,1,0,1,0,0,0.0,2
0.792796373,0.763516963,0.604390502,0,0,1,0,1,0,0.0,2
0.777565718,0.539530694,0.769803464,1,0,0,1,0,0,1.0,0
0.707072854,0.132160217,0.115402073,1,0,0,1,0,0,1.0,1
0.967357039,0.748599291,0.116769694,0,1,0,0,0,1,1.0,1
0.423877567,0.841567814,0.366127998,0,1,0,0,1,0,1.0,2
0.174181461,0.90835464,0.273881167,0,0,1,0,0,1,0.0,0
0.688123405,0.593392372,0.19831416,0,0,1,0,0,1,0.0,0
0.742844284,0.765906096,0.19869417,0,1,0,0,0,1,1.0,1
0.596307516,0.764442146,0.130669028,0,1,0,0,0,1,0.0,1
0.246476993,0.197962269,0.61085403,0,1,0,1,0,0,0.0,0
0.529233158,0.206009656,0.68812561,0,0,1,0,1,0,0.5,1
0.346580237,0.117341228,0.702936232,0,1,0,1,0,0,0.5,1
0.456093192,0.353917956,0.532353997,1,0,0,0,0,1,1.0,1
0.662957668,0.499833167,0.952906251,0,0,1,1,0,0,0.0,1
0.757954001,0.998002946,0.880532801,0,0,1,0,1,0,0.5,2
0.270613462,0.459443688,0.957631171,1,0,0,1,0,0,0.0,1
0.4350591,0.739930451,0.388795465,1,0,0,1,0,0,0.5,2
0.305703491,0.708727181,0.877783179,0,0,1,0,1,0,1.0,1
0.238700032,0.244257852,0.762874722,0,0,1,0,0,1,0.0,2
0.794217885,0.10558179,0.339972913,0,1,0,0,0,1,0.0,1
0.913790047,0.568706393,0.106593259,0,1,0,0,0,1,0.5,0
0.401720583,0.715290308,0.682621241,1,0,0,0,1,0,1.0,0
0.763714969,0.998339176,0.136452317,1,0,0,1,0,0,0.5,2
0.902145505,0.390680492,0.293775797,1,0,0,0,0,1,1.0,1
0.853817999,0.901546359,0.500364602,1,0,0,0,1,0,1.0,0
0.223672718,0.412835836,0.679882526,0,1,0,0,1,0,1.0,2
0.958477259,0.704941094,0.926227629,0,0,1,0,1,0,0.0,1
0.407842606,0.618340313,0.593240023,0,1,0,0,0,1,0.5,0
0.372278631,0.100329854,0.671413124,1,0,0,0,1,0,0.0,2
0.109309763,0.124469005,0.31001386,0,1,0,0,0,1,0.0,2
0.51186496,0.069725886,0.687292635,1,0,0,1,0,0,0.0,2
0.153562933,0.402292371,0.437790126,0,1,0,0,1,0,1.0,2
0.286112815,0.758511007,0.85693121,0,0,1,0,1,0,1.0,1
0.351095498,0.214117631,0.392450511,1,0,0,0,0,1,1.0,0
0.818385005,0.625560343,0.46827203,0,1,0,0,0,1,1.0,2
0.881714225,0.324386388,0.432587743,1,0,0,0,0,1,1.0,2
0.337343007,0.807142973,0.811122835,0,0,1,1,0,0,1.0,1
0.865763187,0.808476329,0.953699172,1,0,0,0,0,1,0.0,1
0.864369392,0.786643803,0.327276289,0,0,1,0,1,0,1.0,2
0.776418388,0.548591852,0.475027889,0,1,0,1,0,0,0.5,0
0.189360365,0.320338368,0.705926239,0,0,1,0,0,1,1.0,0
0.705806732,0.818971813,0.895381629,1,0,0,0,0,1,0.0,2
0.947772861,0.226795539,0.493700683,0,1,0,0,1,0,0.5,2
0.698413432,0.325271636,0.108893506,1,0,0,0,1,0,0.0,0
0.365036011,0.224750325,0.368671387,1,0,0,0,0,1,0.0,2
0.525550365,0.690499663,0.550361872,0,1,0,1,0,0,0.5,2
0.663438797,0.701924205,0.417524606,0,0,1,0,0,1,1.0,0
0.535041869,0.669884503,0.186555728,0,0,1,1,0,0,0.0,0
0.163955301,0.444821388,0.0369894952,0,1,0,0,1,0,0.0,0
0.346460849,0.145162463,0.687408686,0,1,0,0,1,0,0.5,0
0.812276244,0.915611088,0.992737174,1,0,0,1,0,0,1.0,1
0.868347168,0.532344401,0.919206619,1,0,0,1,0,0,0.5,1
0.180435032,0.436623573,0.683270931,0,1,0,0,1,0,0.5,2
0.954767406,0.609383643,0.841529787,0,1,0,1,0,0,0.0,1
0.362381488,0.233150914,0.255727619,1,0,0,0,1,0,1.0,2
0.679198027,0.175921336,0.622434437,1,0,0,0,0,1,0.0,2
0.764233887,0.435248971,0.0606042147,0,0,1,1,0,0,1.0,1
0.821348906,0.265859663,0.707183957,0,1,0,1,0,0,0.5,1
0.948462188,0.282075793,0.969872355,1,0,0,0,1,0,1.0,1
0.347273558,0.897885919,0.860797286,0,0,1,1,0,0,0.0,1
0.865581155,0.554221213,0.534440875,1,0,0,1,0,0,1.0,0
0.175102562,0.509295583,0.788740218,0,1,0,0,0,1,1.0,0
0.719788849,0.705005586,0.943898797,0,0,1,0,1,0,0.0,2
0.754878819,0.95397073,0.216017574,1,0,0,1,0,0,0.0,0
0.693837106,0.156588629,0.793258488,0,1,0,0,0,1,0.0,1
0.289698988,0.841857851,0.269846946,0,1,0,0,0,1,0.5,1
0.879391015,0.604818225,0.876947403,0,1,0,0,0,1,0.0,1
0.210415542,0.188857093,0.0983545035,0,1,0,1,0,0,0.5,2
0.10095305,0.332291842,0.178218424,0,0,1,0,1,0,1.0,0
0.731591761,0.508243322,0.72061646,1,0,0,0,0,1,1.0,0
0.501701951,0.706618309,0.174777508,1,0,0,1,0,0,0.0,2
0.85664314,0.28047666,0.158054307,0,1,0,0,1,0,0.5,0
0.414227277,0.558134854,0.55546689,1,0,0,0,1,0,0.5,1
0.209864661,0.700438023,0.834987223,0,1,0,0,0,1,0.5,1
0.844620109,0.476303726,0.268467426,1,0,0,1,0,0,0.0,1
0.571464121,0.869874656,0.841138184,1,0,0,0,0,1,0.0,1
0.229736,0.875986159,0.807953417,1,0,0,0,1,0,0.5,2
0.734364808,0.49715665,0.579105377,0,0,1,1,0,0,1.0,2
0.535557985,0.974279404,0.646562755,0,1,0,0,0,1,1.0,2
0.624097347,0.121805839,0.0404411852,0,0,1,0,1,0,0.0,0
0.487853408,0.0531942584,0.367135555,1,0,0,1,0,0,0.0,2
0.837273538,0.411634862,0.263394922,0,0,1,1,0,0,0.5,2
0.838084579,0.621042192,0.150003865,0,0,1,0,0,1,0.5,0
0.723919392,0.647740126,0.389659315,0,0,1,0,0,1,0.5,0
0.150131315,0.502623439,0.354904205,1,0,0,0,1,0,1.0,2
0.846911192,0.168639153,0.728891671,0,0,1,0,0,1,0.5,1
0.68746233,0.211972639,0.598096311,1,0,0,1,0,0,0.5,1
0.712172985,0.859540582,0.913100064,0,1,0,0,0,1,0.0,1
0.394833684,0.874515593,0.145407587,1,0,0,1,0,0,0.0,1
0.885315597,0.690203607,0.0597486049,1,0,0,0,1,0,0.5,0
0.739103019,0.681007087,0.534607768,1,0,0,0,0,1,0.0,2
0.156960949,0.61779803,0.00102713855,0,1,0,1,0,0,0.5,2
0.437389135,0.242779598,0.787718952,0,1,0,0,1,0,0.5,2
0.892061353,0.456838161,0.505972862,1,0,0,1,0,0,0.5,1
0.0948368683,0.711099923,0.488065571,1,0,0,0,1,0,0.0,2
0.963345766,0.560389638,0.362495989,0,1,0,0,0,1,0.5,1
0.695204437,0.0676513165,0.374973834,0,1,0,0,1,0,0.0,1
0.649807155,0.955878973,0.431133687,1,0,0,1,0,0,1.0,1
0.307031304,0.852575243,0.0160323437,0,1,0,1,0,0,1.0,0
0.286352187,0.297517776,0.0835457891,1,0,0,0,1,0,0.0,2
0.944955289,0.635635972,0.505048037,1,0,0,0,0,1,1.0,2
0.333358824,0.927077413,0.15012227,1,0,0,1,0,0,1.0,1
0.786730051,0.141210467,0.778762579,0,1,0,0,0,1,1.0,1
0.423465699,0.527877986,0.274485171,0,1,0,0,1,0,0.5,0
0.182291374,0.483430862,0.0978996381,0,1,0,0,1,0,1.0,2
0.0601795316,0.439694762,0.235209927,1,0,0,1,0,0,0.5,2
0.567044497,0.843809187,0.357098222,1,0,0,1,0,0,0.0,1
0.976989865,0.411613852,0.0353166088,0,0,1,0,0,1,0.0,0
0.40067938,0.110480167,0.141675517,1,0,0,0,1,0,1.0,0
0.389332712,0.112545855,0.323846757,1,0,0,0,0,1,0.5,1
0.376887023,0.0906073749,0.310480475,0,0,1,0,0,1,0.0,2
0.544516623,0.438688159,0.800386667,1,0,0,0,0,1,0.0,1
0.468631625,0.73248595,0.84325546,1,0,0,0,1,0,0.5,1
0.885918915,0.243536338,0.193418592,0,1,0,0,1,0,1.0,1
0.530244768,0.664145112,0.123939887,0,0,1,0,0,1,0.0,1
0.532369971,0.702734053,0.634162486,0,1,0,0,0,1,1.0,1
0.181453019,0.292442024,0.804623544,0,0,1,0,0,1,1.0,2
0.983602583,0.620529771,0.963723123,1,0,0,0,1,0,0.5,2
0.287474245,0.700624943,0.00679628458,0,0,1,0,1,0,1.0,0
0.119695865,0.493282944,0.41367811,0,1,0,0,1,0,0.0,0
